,number,value,datetime_start,datetime_complete,duration,params_alpha_actor,params_alpha_critic,state
49,49,2.8836527111731627,2024-09-29 01:50:57.800861,2024-09-29 01:51:00.283345,0 days 00:00:02.482484,0.8234565754838286,0.7453451795217221,COMPLETE
50,50,2.539085889956829,2024-09-29 01:51:00.284216,2024-09-29 01:51:03.155698,0 days 00:00:02.871482,0.8681684713631044,0.28048741306116276,COMPLETE
51,51,2.895313913288037,2024-09-29 01:51:03.156732,2024-09-29 01:51:05.524937,0 days 00:00:02.368205,0.9026961078330871,0.8815241714666529,COMPLETE
52,52,2.861951074468946,2024-09-29 01:51:05.525983,2024-09-29 01:51:08.212209,0 days 00:00:02.686226,0.9530403848154261,0.9550532549079038,COMPLETE
53,53,2.8887635471303694,2024-09-29 01:51:08.213216,2024-09-29 01:51:10.738654,0 days 00:00:02.525438,0.7227487275544162,0.8543284178476215,COMPLETE
54,54,2.902371577303138,2024-09-29 01:51:10.739887,2024-09-29 01:51:13.247087,0 days 00:00:02.507200,0.7806632834945795,0.903994101259314,COMPLETE
55,55,2.8822938095301387,2024-09-29 01:51:13.248068,2024-09-29 01:51:15.900779,0 days 00:00:02.652711,0.78568925883132,0.9957433770512006,COMPLETE
56,56,2.8843583038213305,2024-09-29 01:51:15.901700,2024-09-29 01:51:18.336460,0 days 00:00:02.434760,0.8213878652065548,0.7959147146860917,COMPLETE
57,57,2.7795094413365997,2024-09-29 01:51:18.337809,2024-09-29 01:51:21.935467,0 days 00:00:03.597658,0.22997840987895435,0.9291931319137984,COMPLETE
58,58,2.0297469227485663,2024-09-29 01:51:21.936901,2024-09-29 01:51:25.589210,0 days 00:00:03.652309,0.967314122767013,0.12468534511398494,COMPLETE
59,59,2.9141173517035397,2024-09-29 01:51:25.590120,2024-09-29 01:51:28.042280,0 days 00:00:02.452160,0.892255074619706,0.9061510028324744,COMPLETE
60,60,1.9672349324124496,2024-09-29 01:51:28.043302,2024-09-29 01:51:33.897995,0 days 00:00:05.854693,0.024711168742742984,0.7707144586117487,COMPLETE
61,61,2.893874837350757,2024-09-29 01:51:33.899051,2024-09-29 01:51:36.496125,0 days 00:00:02.597074,0.903249228394679,0.9646012493509809,COMPLETE
62,62,2.908384699266345,2024-09-29 01:51:36.497226,2024-09-29 01:51:39.014081,0 days 00:00:02.516855,0.8588590194105417,0.908462222079635,COMPLETE
63,63,2.9088939474736946,2024-09-29 01:51:39.014986,2024-09-29 01:51:41.444983,0 days 00:00:02.429997,0.7868508605270175,0.8833674741875188,COMPLETE
64,64,2.9068625577623304,2024-09-29 01:51:41.445836,2024-09-29 01:51:43.786747,0 days 00:00:02.340911,0.9761935514835507,0.8302732543715178,COMPLETE
65,65,2.8944225163072774,2024-09-29 01:51:43.787619,2024-09-29 01:51:46.236371,0 days 00:00:02.448752,0.9964211205612177,0.82904193396674,COMPLETE
66,66,2.906782978368594,2024-09-29 01:51:46.237249,2024-09-29 01:51:48.599426,0 days 00:00:02.362177,0.9009063157931908,0.8719069722723105,COMPLETE
67,67,2.9008180563477257,2024-09-29 01:51:48.600347,2024-09-29 01:51:50.982657,0 days 00:00:02.382310,0.9662895766805983,0.8475902682176109,COMPLETE
68,68,2.8733413333842557,2024-09-29 01:51:50.983601,2024-09-29 01:51:53.410986,0 days 00:00:02.427385,0.9069873981402312,0.7272949091013374,COMPLETE
69,69,2.916861519962526,2024-09-29 01:51:53.411959,2024-09-29 01:51:55.789244,0 days 00:00:02.377285,0.9336152602355641,0.872894179427056,COMPLETE
70,70,2.8959276883203264,2024-09-29 01:51:55.790417,2024-09-29 01:51:58.158809,0 days 00:00:02.368392,0.8396728865768501,0.8105015917269035,COMPLETE
71,71,2.896094010052473,2024-09-29 01:51:58.159724,2024-09-29 01:52:00.630170,0 days 00:00:02.470446,0.9337724166425863,0.8639940740345414,COMPLETE
72,72,2.9113946900493004,2024-09-29 01:52:00.631255,2024-09-29 01:52:02.986304,0 days 00:00:02.355049,0.9768871114297467,0.8854659357898641,COMPLETE
73,73,2.887460149581315,2024-09-29 01:52:02.987222,2024-09-29 01:52:05.543449,0 days 00:00:02.556227,0.8983295478200927,0.8856564495417107,COMPLETE
74,74,2.895798213754093,2024-09-29 01:52:05.544552,2024-09-29 01:52:07.955998,0 days 00:00:02.411446,0.9696972702513339,0.7717632472522971,COMPLETE
75,75,2.900267217033529,2024-09-29 01:52:07.957031,2024-09-29 01:52:10.466700,0 days 00:00:02.509669,0.9253029108960734,0.8961049816902806,COMPLETE
76,76,2.770599767015718,2024-09-29 01:52:10.467609,2024-09-29 01:52:13.106128,0 days 00:00:02.638519,0.8045231958688712,0.4798936338496992,COMPLETE
77,77,2.8959656566023577,2024-09-29 01:52:13.107074,2024-09-29 01:52:15.455604,0 days 00:00:02.348530,0.8865993033413795,0.8179027897900847,COMPLETE
78,78,2.8787250167212237,2024-09-29 01:52:15.456606,2024-09-29 01:52:17.866801,0 days 00:00:02.410195,0.9664541861620393,0.6926571013586038,COMPLETE
79,79,2.8435781746562836,2024-09-29 01:52:17.867788,2024-09-29 01:52:20.239266,0 days 00:00:02.371478,0.8432934765965263,0.6096200653124696,COMPLETE
80,80,2.831420258794616,2024-09-29 01:52:20.240180,2024-09-29 01:52:23.019319,0 days 00:00:02.779139,0.9998911224961847,0.9730741591887173,COMPLETE
81,81,2.885393785790968,2024-09-29 01:52:23.020391,2024-09-29 01:52:25.473261,0 days 00:00:02.452870,0.9368478434434511,0.8704336192341651,COMPLETE
82,82,2.8978706374583054,2024-09-29 01:52:25.474286,2024-09-29 01:52:27.946298,0 days 00:00:02.472012,0.9211421962155067,0.9041833859901013,COMPLETE
83,83,2.9118629452317584,2024-09-29 01:52:27.947325,2024-09-29 01:52:30.338944,0 days 00:00:02.391619,0.9779951317989873,0.8437256234892192,COMPLETE
84,84,2.9001869163358243,2024-09-29 01:52:30.339837,2024-09-29 01:52:32.758355,0 days 00:00:02.418518,0.8844354066121421,0.829353470051499,COMPLETE
85,85,2.8934202784427203,2024-09-29 01:52:32.759513,2024-09-29 01:52:35.227581,0 days 00:00:02.468068,0.9759233887993131,0.7907828467842014,COMPLETE
86,86,2.898055585405365,2024-09-29 01:52:35.228487,2024-09-29 01:52:37.691604,0 days 00:00:02.463117,0.9488859413743066,0.9144623790529156,COMPLETE
87,87,2.848074385562562,2024-09-29 01:52:37.692503,2024-09-29 01:52:40.437617,0 days 00:00:02.745114,0.4104978609501894,0.8552863474270074,COMPLETE
88,88,2.899724419135355,2024-09-29 01:52:40.438566,2024-09-29 01:52:42.930659,0 days 00:00:02.492093,0.8531171288365724,0.8770735710145986,COMPLETE
89,89,2.7127339342476042,2024-09-29 01:52:42.931564,2024-09-29 01:52:45.472922,0 days 00:00:02.541358,0.886759315440917,0.40623623543626297,COMPLETE
90,90,2.8814116174613775,2024-09-29 01:52:45.473917,2024-09-29 01:52:47.967499,0 days 00:00:02.493582,0.8032202657122779,0.7524035932162227,COMPLETE
91,91,2.9018695953312292,2024-09-29 01:52:47.968527,2024-09-29 01:52:50.337968,0 days 00:00:02.369441,0.9592929872524236,0.8374991667565455,COMPLETE
92,92,2.908279217227916,2024-09-29 01:52:50.338888,2024-09-29 01:52:52.709165,0 days 00:00:02.370277,0.9861568407765124,0.923227057013787,COMPLETE
93,93,2.8885484516520505,2024-09-29 01:52:52.710131,2024-09-29 01:52:55.192902,0 days 00:00:02.482771,0.9216534645144716,0.9189790070686642,COMPLETE
94,94,2.848591212361668,2024-09-29 01:52:55.194219,2024-09-29 01:52:57.904830,0 days 00:00:02.710611,0.977962148032214,0.9704571867136135,COMPLETE
95,95,2.875813447359765,2024-09-29 01:52:57.905843,2024-09-29 01:53:00.534780,0 days 00:00:02.628937,0.9868219274592667,0.9379972666759858,COMPLETE
96,96,2.9111021135439272,2024-09-29 01:53:00.535778,2024-09-29 01:53:02.914682,0 days 00:00:02.378904,0.914336794726443,0.8895919546534222,COMPLETE
97,97,2.8995137760384924,2024-09-29 01:53:02.915651,2024-09-29 01:53:05.365325,0 days 00:00:02.449674,0.9099792843682434,0.8922383770695201,COMPLETE
98,98,2.898329108229184,2024-09-29 01:53:05.366304,2024-09-29 01:53:07.841890,0 days 00:00:02.475586,0.8750148512272352,0.8103319775147659,COMPLETE
99,99,2.877857698277348,2024-09-29 01:53:07.842847,2024-09-29 01:53:10.526470,0 days 00:00:02.683623,0.9568267394106265,0.9564142075361568,COMPLETE
100,100,2.8892162954552663,2024-09-29 01:53:10.527416,2024-09-29 01:53:13.064962,0 days 00:00:02.537546,0.5572422120860318,0.9273224802304784,COMPLETE
101,101,2.9015427238428404,2024-09-29 01:53:13.065863,2024-09-29 01:53:15.419361,0 days 00:00:02.353498,0.9407877446392322,0.8489948742598847,COMPLETE
102,102,2.9016811337022497,2024-09-29 01:53:15.420316,2024-09-29 01:53:17.839239,0 days 00:00:02.418923,0.9235931685362194,0.8733307211322937,COMPLETE
103,103,2.8971771670706707,2024-09-29 01:53:17.840165,2024-09-29 01:53:20.359055,0 days 00:00:02.518890,0.8543163056622364,0.9085785876561653,COMPLETE
104,104,2.882436302721961,2024-09-29 01:53:20.359888,2024-09-29 01:53:22.993696,0 days 00:00:02.633808,0.899221469442419,0.9820373366872615,COMPLETE
105,105,2.884951960344615,2024-09-29 01:53:22.994710,2024-09-29 01:53:25.318528,0 days 00:00:02.323818,0.9810467721879571,0.7910545864065252,COMPLETE
106,106,2.9076159561552193,2024-09-29 01:53:25.319513,2024-09-29 01:53:27.681831,0 days 00:00:02.362318,0.949983056307837,0.8907235459520134,COMPLETE
107,107,2.9144310633962194,2024-09-29 01:53:27.682859,2024-09-29 01:53:30.040369,0 days 00:00:02.357510,0.9496637373210388,0.8892410860450428,COMPLETE
108,108,2.9029554749086715,2024-09-29 01:53:30.041687,2024-09-29 01:53:32.383673,0 days 00:00:02.341986,0.9993044366037066,0.8917147588845231,COMPLETE
109,109,2.8958064795348895,2024-09-29 01:53:32.384574,2024-09-29 01:53:34.917459,0 days 00:00:02.532885,0.9480969504336764,0.8389756400275247,COMPLETE
110,110,2.6667035924192755,2024-09-29 01:53:34.918375,2024-09-29 01:53:38.718300,0 days 00:00:03.799925,0.13217314151046528,0.9461841213587647,COMPLETE
111,111,2.908287775632698,2024-09-29 01:53:38.719268,2024-09-29 01:53:41.185056,0 days 00:00:02.465788,0.9510100355132932,0.8778594410990297,COMPLETE
112,112,2.895197164175491,2024-09-29 01:53:41.186093,2024-09-29 01:53:43.591989,0 days 00:00:02.405896,0.9585549190513744,0.8970930252522845,COMPLETE
113,113,2.8985108699409095,2024-09-29 01:53:43.592938,2024-09-29 01:53:46.068204,0 days 00:00:02.475266,0.9816638124042025,0.9198565640566909,COMPLETE
114,114,2.9142685375904316,2024-09-29 01:53:46.069240,2024-09-29 01:53:48.432077,0 days 00:00:02.362837,0.933040196432528,0.861012449708778,COMPLETE
115,115,2.8971161687101348,2024-09-29 01:53:48.433014,2024-09-29 01:53:50.783691,0 days 00:00:02.350677,0.9159729158754988,0.8615014125668093,COMPLETE
116,116,2.901806200250648,2024-09-29 01:53:50.784668,2024-09-29 01:53:53.375590,0 days 00:00:02.590922,0.8754256162570837,0.9269750422056683,COMPLETE
