,number,value,datetime_start,datetime_complete,duration,params_alpha_actor,params_alpha_critic,state
89,89,-8.034277136741714,2024-09-28 19:16:47.146169,2024-09-28 19:16:49.457769,0 days 00:00:02.311600,0.9677998259534724,0.8146209616011659,COMPLETE
90,90,-8.08855134714633,2024-09-28 19:16:49.458686,2024-09-28 19:16:51.684346,0 days 00:00:02.225660,0.8514668091812245,0.7109879529489088,COMPLETE
91,91,-7.849193643130096,2024-09-28 19:16:51.685342,2024-09-28 19:16:53.897276,0 days 00:00:02.211934,0.9682842632996218,0.7694296813160574,COMPLETE
92,92,-7.984708887403827,2024-09-28 19:16:53.898230,2024-09-28 19:16:56.215135,0 days 00:00:02.316905,0.9472464908018103,0.838875076560356,COMPLETE
93,93,-11.217292681503334,2024-09-28 19:16:56.216182,2024-09-28 19:16:59.238725,0 days 00:00:03.022543,0.19183375048167428,0.791236453488576,COMPLETE
94,94,-7.948245826021978,2024-09-28 19:16:59.239668,2024-09-28 19:17:01.576660,0 days 00:00:02.336992,0.9813072644201504,0.8898487100101563,COMPLETE
95,95,-9.47653500596774,2024-09-28 19:17:01.577579,2024-09-28 19:17:04.457757,0 days 00:00:02.880178,0.9083332022980517,0.21678237835208475,COMPLETE
96,96,-7.986244801636573,2024-09-28 19:17:04.458681,2024-09-28 19:17:06.666475,0 days 00:00:02.207794,0.8840044676332588,0.7106170083155668,COMPLETE
97,97,-7.921614001903,2024-09-28 19:17:06.667460,2024-09-28 19:17:08.874229,0 days 00:00:02.206769,0.9530015687831442,0.8656031205837027,COMPLETE
98,98,-7.987057650676913,2024-09-28 19:17:08.875276,2024-09-28 19:17:11.134437,0 days 00:00:02.259161,0.9268610458005899,0.7414498154639443,COMPLETE
99,99,-8.061779708500413,2024-09-28 19:17:11.135452,2024-09-28 19:17:13.437426,0 days 00:00:02.301974,0.9795427695034985,0.9176645003359187,COMPLETE
100,100,-7.976941640499759,2024-09-28 19:17:13.438382,2024-09-28 19:17:15.612257,0 days 00:00:02.173875,0.9628719775359157,0.6492962741322313,COMPLETE
101,101,-7.799033281509296,2024-09-28 19:17:15.613146,2024-09-28 19:17:17.782765,0 days 00:00:02.169619,0.9518925331739251,0.8626828349431763,COMPLETE
102,102,-7.782616589968078,2024-09-28 19:17:17.783752,2024-09-28 19:17:20.071898,0 days 00:00:02.288146,0.9918836689401893,0.8208347436232052,COMPLETE
103,103,-7.968525344924486,2024-09-28 19:17:20.072823,2024-09-28 19:17:22.433952,0 days 00:00:02.361129,0.9994373463520599,0.8160245608535078,COMPLETE
104,104,-7.905394144466189,2024-09-28 19:17:22.435025,2024-09-28 19:17:24.694600,0 days 00:00:02.259575,0.9359224958432243,0.7691346326861006,COMPLETE
105,105,-8.028388537034619,2024-09-28 19:17:24.695544,2024-09-28 19:17:26.981694,0 days 00:00:02.286150,0.9004421186983196,0.7688395156228982,COMPLETE
106,106,-8.10866572088545,2024-09-28 19:17:26.982647,2024-09-28 19:17:29.441069,0 days 00:00:02.458422,0.9309533654138308,0.9470489840715638,COMPLETE
107,107,-8.474737033147255,2024-09-28 19:17:29.441973,2024-09-28 19:17:31.836411,0 days 00:00:02.394438,0.598127864142708,0.6915743780898664,COMPLETE
108,108,-7.943781882605127,2024-09-28 19:17:31.837358,2024-09-28 19:17:34.077580,0 days 00:00:02.240222,0.8771665121089651,0.8542809683288017,COMPLETE
109,109,-7.962585768768379,2024-09-28 19:17:34.078545,2024-09-28 19:17:36.288604,0 days 00:00:02.210059,0.9413288424675922,0.8169978120317833,COMPLETE
110,110,-9.458295808959951,2024-09-28 19:17:36.289715,2024-09-28 19:17:39.018239,0 days 00:00:02.728524,0.5089996555231786,0.3167373147009519,COMPLETE
111,111,-7.893239634609861,2024-09-28 19:17:39.019287,2024-09-28 19:17:41.198246,0 days 00:00:02.178959,0.9827109553343853,0.7893497122178543,COMPLETE
112,112,-7.903532104850682,2024-09-28 19:17:41.199163,2024-09-28 19:17:43.427432,0 days 00:00:02.228269,0.9858966161135094,0.7340595715740078,COMPLETE
113,113,-7.862139620514163,2024-09-28 19:17:43.428349,2024-09-28 19:17:45.655388,0 days 00:00:02.227039,0.9972518365995645,0.7271298420346989,COMPLETE
114,114,-7.899695020750188,2024-09-28 19:17:45.656300,2024-09-28 19:17:47.891332,0 days 00:00:02.235032,0.9999994549464,0.7260172643873866,COMPLETE
115,115,-7.981492651848648,2024-09-28 19:17:47.892348,2024-09-28 19:17:50.184956,0 days 00:00:02.292608,0.9985332382170617,0.8727048607262141,COMPLETE
116,116,-8.10344930738507,2024-09-28 19:17:50.186051,2024-09-28 19:17:52.576547,0 days 00:00:02.390496,0.9655069350966778,0.9985254392595062,COMPLETE
117,117,-7.9286695325634575,2024-09-28 19:17:52.577572,2024-09-28 19:17:54.808001,0 days 00:00:02.230429,0.9815783040098478,0.7987974469668327,COMPLETE
118,118,-7.959706065397257,2024-09-28 19:17:54.808999,2024-09-28 19:17:57.095773,0 days 00:00:02.286774,0.9178714405304587,0.7560503816147766,COMPLETE
